uri,title,year
https://hdl.handle.net/11245/3.2300,"Seer net gemeete kaarte van de respective polders Mase en Achterdyken, met der selver sluysen, wateringen, weg slooten, stegen en wegen, in den quartiere van Maasland, gelegen aan de rivier de Mase, en in de Mayerye van 's Hertogenbossche, sig uytstreckende van de gemelte stad, langs de Dieskant, tot aan de stad Ravensteyn.",1680
https://hdl.handle.net/11245/3.2301,Platte grond van Amsterdam in 1875 : benevens nieuw ontworpen straten enz. /,1875
https://hdl.handle.net/11245/3.2303,Dominio Veneto nell' Italia,1634
https://hdl.handle.net/11245/3.2312,"Tractus Rheni et Mosae totusque Vahalis à Rhenoberca Gorcomium usque cum terris adjacentibus ducatus Cliviae regno Noviomagensi et Bommelerwaert parte insuper veteris Bataviae quae continet de Betouwe Tielerwaert et com. Buyren, Cuylenborch et Leerdam",1630
https://hdl.handle.net/11245/3.2316,Geographica Artesiae comitatus tabula,1690
https://hdl.handle.net/11245/3.2328,Belgii sive Germaniae Inferioris accuratissima tabula /,1631
https://hdl.handle.net/11245/3.233,[Kaart van Alkmaar],1597
https://hdl.handle.net/11245/3.2340,"Xansi, Imperii Sinarvm provincia secvnda",1655
https://hdl.handle.net/11245/3.2345,Pascaarte van alle de zee-custen van Europa /,1677
https://hdl.handle.net/11245/3.2346,'T Hoogh-Heemraetschap van de Uytwaterende Sluysen in Kennemerlant ende West-Frieslant,1682
https://hdl.handle.net/11245/3.2349,"Gelriae, Cliviae, Iuliae, nec non aliarum regionum adiacentium nova descriptio /",1563
https://hdl.handle.net/11245/3.2350,Pascaarte van de Oostzyde van Brasi[lien] /,1631
https://hdl.handle.net/11245/3.2359,Typvs orbis terrarvm,1586
https://hdl.handle.net/11245/3.236,Corectissima nec non novissima dominii et provinciae Groningae et Omlandiae tabula,1725
https://hdl.handle.net/11245/3.2361,"Carte particuliere de la partie orientale du Flandre Hollandois, le Païs de Waas et le Marquisat du St. Empire ou les environs d'Anvers, Gand, Hulst &c",1748
https://hdl.handle.net/11245/3.2362,"Pas caart van de custen van Hispania : Andaluzia, Portugal, Gallissien, Biscajen, en een gedeelt van Vranckryck, beginnende van Heysant tot aan Larache.",1650
https://hdl.handle.net/11245/3.2365,Topograhia Enchusae /,1670
https://hdl.handle.net/11245/3.2371,Geographia sacra,1598
https://hdl.handle.net/11245/3.2377,"Generale kaart van het Koningrijk der Nederlanden, verdeeld in zeventien provinciën met het groot hertogdom Luxemburg met aanwijzing der jongste begrenzingen, als ook de post-routes, kanalen, enz. = Carte générale du Royaume des Pays Bas ... /",1830
https://hdl.handle.net/11245/3.238,Harlingen.,1682
https://hdl.handle.net/11245/3.2383,Gouda.,1690
https://hdl.handle.net/11245/3.2388,Tvrcicvm Imperivm,1635
https://hdl.handle.net/11245/3.24,Topographical chart of the Island Saint Eustatius /,1829
https://hdl.handle.net/11245/3.2404,America noviter delineata,1630
https://hdl.handle.net/11245/3.2413,Caarte ende afbeeldinge der heerlykheyd van Abbenbroek 1701,1701
https://hdl.handle.net/11245/3.2420,"Plan de la ville de Paris représentant les nouvelles voitures publiques a 30 cent. la course et donnant leurs stationnemens et l'itinéraire des lignes qu'elles parcourent : augmenté du tarif des voitures de place, à la course ou à l'heure, de jour et de nuit /",1830
https://hdl.handle.net/11245/3.2423,Nieuwe beschrijvinghe der Graefschap Hollandt met de landen daer an grensen /,1585
https://hdl.handle.net/11245/3.243,Regnorvm Hispaniae nova descriptio,1630
https://hdl.handle.net/11245/3.2434,"Geldria dvcatvs, et Zvtfania comitatvs.",1631
https://hdl.handle.net/11245/3.2436,Comitatus Hollandiae tabula /,1680
https://hdl.handle.net/11245/3.2443,Pas-Caart van de Middelandsche Zee : vertoonende in twee deelen,1654
https://hdl.handle.net/11245/3.2445,"Caerte van de Schermeer bedyckt ende by cavels van 15 morgen suyver lant, door lotinge uytgedeelt den 25 October anno 1635",1635
https://hdl.handle.net/11245/3.2446,"Chekiang, Imperii Sinarvm provincia decima",1655
https://hdl.handle.net/11245/3.2448,Illustrissimo celsissimoque principi Guilielmo Henrico D.G. Arausionum principi... hanc Comitatus Meursensis et annexarum dinastiarum accuratam tabulam /,1660
https://hdl.handle.net/11245/3.2451,Haerlema.,1641
https://hdl.handle.net/11245/3.246,Traiecti ad Rhenum delineatio ichnographica et scenographica /,1740
https://hdl.handle.net/11245/3.2484,Königreich Griechenland /,1832
https://hdl.handle.net/11245/3.2492,"Nieuwe platte grond van Bergen op Zoom : met de forten op de linie derselver belegeringe en attaque der Franse, zedert den 16. July 1747 : na de origineele aftekening op de plaats, door een voornaam Hollands officier in 't ligt gegeven = Nouveau plan de la ville de Berge sur le Zoom : avec le[!] forts sur la ligne assiegée par le François le 16. Juillet 1747 : sur le dessein fait sur la place, par un Officier Hollandois pendant le Siége.",1750
https://hdl.handle.net/11245/3.2514,Amsteldam /,1690
https://hdl.handle.net/11245/3.253,Nieuwe kaart van Mynden en de Loosdrecht,1734
https://hdl.handle.net/11245/3.2543,"De custen van Noorwegen en Finmarcken : vande uitweerclippen tot aende Noortcaap, als mede hoemen van Hitlandt na Ian Mayen Eylant seylen sal.",1666
https://hdl.handle.net/11245/3.2544,"Kaart van de omleggende plaatsen van Amsterdam : vertoonende de versterkte toegangen met de overstroomingen rontom deeze vermaarde stad, zo als dezelve waren, omtrend het eynde van de maand September 1787, en op dezelve tyd de kwartieren der Pruyssische troupen; en hunne aanvallen den anderen dag den 1e. October, onder het bestier van zyn Hooghyt den regeerende hartog van Brunswyk, om te dienen ter gedachtenis van de geschiedenis van dit aanmerkelyk tydstip",1790
https://hdl.handle.net/11245/3.2545,Amsterdam,1835
https://hdl.handle.net/11245/3.2559,Urbis Traiecti ad Rhenum novissima et accuratissima delineatio /,1725
https://hdl.handle.net/11245/3.2565,Serenissimae reipvblicae Genvensis dvcatvs et dominii nova descriptio,1608
https://hdl.handle.net/11245/3.2591,"Kaerte van Suyt-Hollants grootste deel, vervatende geheel Rynlandt ende Suytkennemerlandt, mitsgaders een gedeelte van Delflandt, Amstellandt ende het Sticht van Uytrecht, vertoonende alle de Steeden, Dorpen, Casteelen, weegen, uytwateringen ende Sluysen, waar inmede te sien is hoe eertyts de Haerlemmermeer ende de Leytsemeer van een gescheyden waren,ende geen gemeenschap en hebben gehat met de Spieringmeer, oock hoe men met de Wagen konde ryden van Haerlem door Vyfhuysen ende Nieuwerkerck na Amsterdam en Uytrecht, mede van Hillegom over de Vennep (alwaer men aen t'Veer met een Schouwe wierde overgeset) ende ryden konde door Aelsmeer, Ryck ende Slooten naer Amsterdam, als mede op Uytrecht, ende was doen ter tyt het vastelandt van den Ruygenhoeck sich streckende tot aen t'voornoemde Veer, gelyck sulx in dese kaerte is afgebeelt, welcke kaerte by Pieter Bruynsen (in syn leeven gesworen Landtmeeter van Ryn ende Kennemerlandt woonachtich tot Haerlem) is gekopieert in den Jare 1591, na sekere kaerte gedateert int Jaer ons Heeren 1531, ende is nae de voorsz. Copye in Druck uytgegegeven door Claes Jansz. Visscher. En nu wederom op ordre van de Heeren Burgemeesteren van Leiden op nieuws gedrukt door Pieter vander Aa, in 't Jaer 1724.",1724
https://hdl.handle.net/11245/3.2599,"Qvantvng, Imperii Sinarvm provincia dvodecima",1655
https://hdl.handle.net/11245/3.26,[Walcheren] /,1690
https://hdl.handle.net/11245/3.2602,"Kaart van den loop der rivieren de Rhijn, de Maas, de Waal, de Merwe, en de Lek, door de provincien van Gelderland, Holland en Utrecht /",1750
https://hdl.handle.net/11245/3.2603,"Delineatio orarum maritimarum, Terrae vulgo indigetatae Terra do Natal ... /",1596
https://hdl.handle.net/11245/3.2605,Limburgi ducatus et comitatus Valckenburgi nova descriptio /,1750
https://hdl.handle.net/11245/3.2610,[Paskaart van Straat Soenda].,1739
https://hdl.handle.net/11245/3.2611,"Lewardvm, occidentalis Frisiæ opp: 1581.",1581
https://hdl.handle.net/11245/3.2618,Asia noviter delineata,1630
https://hdl.handle.net/11245/3.2636,Gorchum.,1613
https://hdl.handle.net/11245/3.2638,Erfordiae primariae Thuringiae urbis novissima ichnographia /,1745
https://hdl.handle.net/11245/3.2651,Zeelandia Comitatus.,1636
https://hdl.handle.net/11245/3.2655,"Nouvelle carte du Roijaume de Hollande, ou l'on trouve la route itinéraire, ainsi que celle des postes établies, pour la commodie des voijageurs = Nieuwe kaart van het Koningrijk Holland, met de juiste post en andere wegen, aangewezen voor reizigers /",1806
https://hdl.handle.net/11245/3.2684,[Paskaart van de Baai van Gala en de Valsche Baai (Ceylon)].,1750
https://hdl.handle.net/11245/3.2691,America.,1700
https://hdl.handle.net/11245/3.2695,Peruvianae pars /,1592
https://hdl.handle.net/11245/3.2697,Tetrachia ducatus Geldriae Ruremondana sive Hispanica /,1750
https://hdl.handle.net/11245/3.2702,"Europam ab Asia & Africa segregant Mare mediterraneum, Euxinus Pontus (nunc Mare Majus) Palus Meotides, Fluminaque Tanais et Duina, ... /",1594
https://hdl.handle.net/11245/3.2709,Nova regni Hispaniae descriptio /,1605
https://hdl.handle.net/11245/3.271,De haven van Curaçao,1825
https://hdl.handle.net/11245/3.2714,Nieuwe kaart van Amsterdam : waarop zijn gebragt alle de voorgevallen veranderingen : benevens de uitgevoerd wordende kapitale werken van afsluiting der haven door een dijk met sluizen voorzien ... /,1829
https://hdl.handle.net/11245/3.2715,Iaponia Regnvm,1655
https://hdl.handle.net/11245/3.2728,[Amsterdam : plattegrond] /,1882
https://hdl.handle.net/11245/3.2732,"Flie en Schellinger stroom Aldus gepylt in 't Nieu gat na Langersandt op den 8 Julij 1708, in presentatie vande Heeren Commissarissen vande Pilotagi, [...] Nicolaes Witsen [...].",1708
https://hdl.handle.net/11245/3.2734,Helvetiae Rhaetiae et Valesiae caeterorumque confoederatorum ut & finitimorum populorum tabula geographica et hydrographica nova & exacta /,1657
https://hdl.handle.net/11245/3.2742,"Pecheli, sive Peking Imperii Sinarvm provincia prima",1655
https://hdl.handle.net/11245/3.27446,Limburgi Ducatus et Comitatus Valckenburgi nova descriptio,1677
https://hdl.handle.net/11245/3.27447,Belgium Foederatum emendate auctum te [!] novissime editum /,1690
https://hdl.handle.net/11245/3.27448,Nova et accvratissima Sinarvm Imperii tabvla.,1658
https://hdl.handle.net/11245/3.27449,Kaart van de stelling van Amsterdam.,1874
https://hdl.handle.net/11245/3.27450,"[Atlas der gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nummering en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen /",1870
https://hdl.handle.net/11245/3.27451,[Kaart van percelen in het Ambacht van Berkel (Delftland)] /,1609
https://hdl.handle.net/11245/3.27452,"Generale pascaerte van gantsch Europa : inhoudende de geheele Oostersche, Noortsche en Westersche zeevaert, desgelycx oock de navigatie van de gantsche middelantsche zee, de welcke Africam ende eensdeels Asiam scheydet van Europa, beginnende van Estrecho van Gibraltar voor bij d'eijlanden van Mallorca, Sardinien, Sicilien, Candien ende Cijpres tot Antiochien, Tripoli, ende Alexandrien, ende voorts passerende de Griecse Eijlanden voorbij Constantinopelen in Mare Mahiore tot Trebesonda etc. : Ingelijcks de vaert vande Spaensche ofte Westersche Zee ... doer de gantsche Noort Zee passerende de Noort Caep ... in de Witte Zee voor bij Archangeli ... ende voorts na Nova Zemla ende andere Noortsche landen tot de Rivire Obij in Tartarien, Van ghelijcke de vaert binnen doer de Canaal ... na Denemarken doer de Sond passerende de geheel Ooster Zee ..., elcke plaetse ghestelt op haer behoerlycke breede ende hoochde des pools /",1589
https://hdl.handle.net/11245/3.27453,"Gravia obsessa et expugnata armis Ordinum Belgicae Confoederatae ab illustrissimo principe Mauritio Arausionensium principe Nassauiae Comite, etc. anno 1602.",1649
https://hdl.handle.net/11245/3.27454,"'sHertogenbosch belegert door syn Excellentie Frederick Hendrick prince van Orangien, grave van Nassou etc. den eersten May 1629 = La ville de Bol-Duc assiegeé par son Excellentie Frederick Henri prince d'Orange, conte de Nassau etc. le premier jour de Maij l'an 1629.",1629
https://hdl.handle.net/11245/3.27455,Orbis terrarum typus de integro multis in locis emendatus /,1590
https://hdl.handle.net/11245/3.27456,"Tabula geographica, in qua Paradisus, nec non Regiones, urbes, oppida, et loca describuntur, quorum in Genesi fit mentio /",1590
https://hdl.handle.net/11245/3.27457,"Tabula geographica, in qua Iisraelitarum, ab AEgypto ad Kenahanaeam usque profectiones omnes, et stationes describuntur /",1590
https://hdl.handle.net/11245/3.27458,"Tabula geographica in qua regiones Cananaeae et locorum situs (prout ea temporum Christi, et Apostolorum fuerunt) de integro describuntur, ac suis Limitibus distinguntur /",1590
https://hdl.handle.net/11245/3.27459,"Tabula Geographica, in qua omnes regiones, urbes, oppida, & loca describuntur, quorum mentio fit in Actis & Epistolis Apostolorum, & Apocalypsi : de integro multis in locis emendata, ac regionum limitibus distincta /",1590
https://hdl.handle.net/11245/3.27460,"Exquisita & magno aliquot mensium periculo lustrata et iam retecta Freti Magellanici facies = Eĳgentlicke afbeeldinghe der Magellanischer Strate die nu met veel gevaers ettelĳcke maenden doorsien, van nieus ondeckt is",1628
https://hdl.handle.net/11245/3.27461,Freti Magellanici ac novi freti vulgó Le Maire exactissima delineatio /,1631
https://hdl.handle.net/11245/3.27462,Freti Magellanici ac novi Freti vulgo Le Maire exactissima delineatio.,1636
https://hdl.handle.net/11245/3.27463,Nova totius terrarum orbis geographica ac hydrographica tabula /,1617
https://hdl.handle.net/11245/3.27464,Polus Antarcticus /,1636
https://hdl.handle.net/11245/3.27465,Nova Germaniae Inferioris descriptio /,1614
https://hdl.handle.net/11245/3.27466,A new mape of ye XVII provinces of Low Germanie /,1626
https://hdl.handle.net/11245/3.27467,"Beschrijvinge der Zeecusten vande Zuijd sijde ende Oostzijde van Yerlant vande C. de Clare Oostwaert verbij de Eijlanden van Saltez, Noordtwaert tot aen Dondalck, hoemen alle havenen aldaer beseijlen sal, ende waer voor men hem te hoeden heeft, alles gestelt op rechte streckigen distantien ende hooche des Pools = Description de les costes marines meridionales et Orientales d'Irlande, commencant du C. de Clare vers l'Est iusques a les isles de Saltez, de la vers le Nort iusques a Dondalck, comprennant touts havres et Ports desdictes costes, et monstrant comment on les navigera, et de quoij on se doibt garder.",1608
https://hdl.handle.net/11245/3.27468,"Afbeeldinge nae 't leven der Zeecusten van Barbarien, van de C. Cantin zuijdwaert tot verbij de C. de Geer, mitsgaders de gelegentheijt van 't eijlant Mogodor, alles op zijne rechte streckingen ende hoochte gestelt = Delineation au vif des costes maritimes de Barbarie, entre le C. de Cantin et le C. de Geer, ensemble la situation de l'isle de Mogodor, le tout commodieusement accommodé selon ses vraijes distances, routes et haulteurs du pole.",1608
https://hdl.handle.net/11245/3.27469,"Beschrijvinge der Zeecusten van Noorweghen : geleghen tusschen Berghen ende Dronten, hoemen alle Havenen ende Foorden aldaer beseijlen ende alle periculose clippen ende Rudsen mijden sal = Description des costes marines de Norvege : situez entre Bergues et Dronten, et comment on abordera a ladicte coste tous Ports et Havres, et evitera tous dangereux rochiers et escueilz.",1608
https://hdl.handle.net/11245/3.27470,Kaarte van de Polders der Eemlandtsche leege landen etc. A° 1666 /,1666
https://hdl.handle.net/11245/3.27471,"Leyda, Batavorum Lugdunum, vulgo Leyden : concinna edificiorum et incolarum frequentia pulcherrimum nitidissimumq. opp. ab Hispanis obsidione cinctum, ab Auriacis autem comeatus invectione liberatum Anno parte salutis M DLXX IIII.",1574
https://hdl.handle.net/11245/3.27472,"Rhinolandiae, Amstelandiae et circumjacent aliquot territoriorum accurata desc. /",1629
https://hdl.handle.net/11245/3.27473,"Gallia : Geographica Galliae descriptio, de integro plurimis in locis emendata ac regionum limitibus distincta /",1645
https://hdl.handle.net/11245/3.27474,Limbvrgensis dvcatvs tabvla nova /,1603
https://hdl.handle.net/11245/3.27475,"Gelriae, Cliviae, finitimorvmqve locorvm verissima descriptio /",1612
https://hdl.handle.net/11245/3.27476,Comitatus Hollandiae novissima descriptio /,1629
https://hdl.handle.net/11245/3.27477,"Hollandia quae olim Batavia antiqua Catthorum sedes : undique fere cingitur Mari, praeterquam qua Rheno et Mosa fluminibus ad Orientem et Meridiem à continenti seiungitur: cuius mediterranea fluminibus rivisque ubique fere irrigantur et foecunda ultra quàm dici possit recidunt, adeo ut agroru[m] fertilitate nulli regioni cedat ; ad exemplar descriptinis quam edidit Romae Mich. Tramesini nunc castigatior prostant ; Henricus Nagel fecit ; Joan Bussem[a]cher exc.",1608
https://hdl.handle.net/11245/3.27478,'tGraefschap Holland /,1639
https://hdl.handle.net/11245/3.27479,Comitatus Hollandiae et Domini Ultraiectini Tabula Anno 1681.,1685
https://hdl.handle.net/11245/3.27480,Nova totius terrarum orbis tabula.,1690
https://hdl.handle.net/11245/3.27481,Oost ende West Vrieslandts beschrijvinghe = @Utriusque Frisiorum regionis noviss. descriptio. 1568.,1570
https://hdl.handle.net/11245/3.27482,Zelandicarum insularum exactissima et nova descriptio /,1608
https://hdl.handle.net/11245/3.27483,Frisia Occidentalis /,1579
https://hdl.handle.net/11245/3.27484,Typus Frisiae Orientalis à Dullarto sinu atque amasi ostio ad Iada usque fl. singulari studio ac industria concinnat' et ad vivum expresso /,1622
https://hdl.handle.net/11245/3.27485,Typvs Frisiæ Orientalis /,1664
https://hdl.handle.net/11245/3.27486,Lutzenburge[n]sis montuosissimi ac saltuosissimi Ducatus vera et compendiosa descriptio nunquam antehac visa /,1589
https://hdl.handle.net/11245/3.27487,"Novissima Delflandiae, Schielandiae et circumiacentium insularum ut Voornae, Overflackeae, Goereae, Iselmondae aliarumque tabula /",1641
https://hdl.handle.net/11245/3.27488,Novissima et accvratissima Brabantiae dvcatvs tabvla,1629
https://hdl.handle.net/11245/3.27489,"Gouda, elegantiss. Hollandiae Opp. ad Isalam amnem ubi Goudam flu. à quo Oppidum nomen habet, absorbet 1585.",1585
https://hdl.handle.net/11245/3.27490,Grave.,1649
https://hdl.handle.net/11245/3.27491,Lewardum occidentalis Frisiae opp. 1580.,1580
https://hdl.handle.net/11245/3.27492,Caerte van den Ring van Putten,1701
https://hdl.handle.net/11245/3.27493,Zelandiae comitatus novissima tabula,1720
https://hdl.handle.net/11245/3.27494,Nieuwe Caert van Frieslant,1739
https://hdl.handle.net/11245/3.27495,"Novissima Delflandiae, Schielandiae et circumiacentium insularum ut Voornae, Overflackeae, Goereae, Iselmondae aliarumque tabula /",1629
https://hdl.handle.net/11245/3.27496,Descriptio Germaniae Inferioris.,1570
https://hdl.handle.net/11245/3.27497,"Kaart van de rivier de Hollandsche IJssel van Gouda tot IJsselmonde, in drie bladen /",1860
https://hdl.handle.net/11245/3.276,"Royaume des Pays-Bas, pour servir à l'instruction de la jeunesse /",1830
https://hdl.handle.net/11245/3.2760,Carte particuliere de la plus grande partie de l'isle de Walcheren,1748
https://hdl.handle.net/11245/3.2761,"Leeuwerden de hooftstadt van Frislant = Leoverdia metropolis frisiæ MCDIII, 1603 /",1603
https://hdl.handle.net/11245/3.2764,L'Europe animale : physiologie comique /,1882
https://hdl.handle.net/11245/3.2773,Die stadt Enchuijsen /,1577
https://hdl.handle.net/11245/3.278,Graecia,1640
https://hdl.handle.net/11245/3.2780,"Het Friessche doolhoff, het beruchte dorp Molk-Worren in Friesland; in de griettenije van Heemelumer Olde Ferd; tusschen Staaveren en Hindeloopen /",1740
https://hdl.handle.net/11245/3.2794,[Paskaart van de kust van de Chinese Zee].,1697
https://hdl.handle.net/11245/3.2802,Nova et accurata comitatus Zelandiae tabula /,1700
https://hdl.handle.net/11245/3.2819,"Caarte van de Buyckslooter, Broecker ende Belmer Meeren in Waterlandt",1628
https://hdl.handle.net/11245/3.2824,Angliae regnum /,1600
https://hdl.handle.net/11245/3.283,"Gemeente Amsterdam : gemiddelde betrekkelijke sterfte (buurtsgewijs) over 19 jaren (1859-1877), alsmede hoogte ligging van iedere buurt /",1879
https://hdl.handle.net/11245/3.2834,"Ducatus Geldriae nova tabula in tetrarchias Noviomagi, Arnhemii, Ruremondae in Zutphaniae comitatûm distincta, et edita à auctore Joachimo Ottens geographo Amstelodamensi",1710
https://hdl.handle.net/11245/3.2835,"Gallia, vulgo La France",1662
https://hdl.handle.net/11245/3.2836,"Die vermaerde Coopstadt van Amstelredam : gheconterfeyt met alle zijn Wateren, Brugghen, Straeten, Kercken, Cloosteren, Huysen, Toornen, Poorten, ende mueren, ende omlegghende situatie, ghemaeckt ter eeren der K.M. ende oock den Eersamen Raedt der selver Stadt, ende allen Liefhebberen der Consten etc. /",1544
https://hdl.handle.net/11245/3.2847,Nieuwe kaart der Vereenigde Nederlanden,1744
https://hdl.handle.net/11245/3.2854,Pascaarte vande Oost Zee : van t eylandt Rugen of van de hoeck van Valsterbon tot aen Wyborg,1663
https://hdl.handle.net/11245/3.2856,"Xensi, Imperii Sinarvm provincia tertia",1655
https://hdl.handle.net/11245/3.2875,Status ecclesiasticus et magnus ducatus Thoscanae,1680
https://hdl.handle.net/11245/3.2899,Nieuwe afteekening van het eyland en Koninkryk Sicilia : vertoonende alle desselfs zee havenen anker plaetsen riviere dieptens klippen steeden en vastigheeden,1720
https://hdl.handle.net/11245/3.2901,"Svecia, Dania, et Norvegia, regna Europae Septentrionalia. /",1634
https://hdl.handle.net/11245/3.2919,"Nieuwe kaart van de wydberoemde koopstat Amsteldam met deszelfs gebied : beneevens alle de plaisante weegen en paden buiten de stat, als naa Diemen, de geheele Diemer Meer, alsmeede naa Slooterdyk en den Overtoom &c. /",1770
https://hdl.handle.net/11245/3.2923,Amsteldam ten vierde mael vergroot is versterckt met Aerde wallen en bolwercken in den jaere 1585 = Amstelodamum quartâ vice auctem moenibus terreis vallisque munitum est A° 1585 /,1708
https://hdl.handle.net/11245/3.293,"Pas caart van de Zuyder-Zee Texel, ende Vlie-stroom, als mede 't Amelander gat.",1664
https://hdl.handle.net/11245/3.2939,"Nieuwe kaart van India over de Ganges, of van Malakka, Siam, Cambodia, Chiampa, Kochinchina, Laos, Pegu, Ava, enz",1744
https://hdl.handle.net/11245/3.2941,Orbis terrarum typus de integro multis in locis emendatus,1594
https://hdl.handle.net/11245/3.2944,Etappe kaart der Sumatrasche Bovenlanden van Padang tot Aijerbangies /,1837
https://hdl.handle.net/11245/3.2949,Nova Poloniae delineatio.,1630
https://hdl.handle.net/11245/3.2963,"Pascaart. vant Canaal : begrijpende in sich Engelandt, Schotlandt, en Ierlandt, als mede een gedeelte van Francryck.",1666
https://hdl.handle.net/11245/3.2969,"Civitas Bommelia sicuti fortificabatur, dum Admirantus Arragoniae cum toto exercitu eam obsidebat ac reliquere cogebatur, Anno [1599].",1609
https://hdl.handle.net/11245/3.2980,L'Europe /,1775
https://hdl.handle.net/11245/3.2983,"Caarte vande zee gaaten tusschen Derschelling ende Vlielandt: volgens de verclaring daer van ghedaen (voor den drossert ende burgemeesters vander Schelling) door de ooverluyden ende lootsluyden aldaer, soo 't selve jongst is affgepeylt ende oock daagelyx bevonden wordt met een ordinaris vloet, verthoont den 14 marci a° 1641.",1641
https://hdl.handle.net/11245/3.2985,Afbeelding van Delft /,1729
https://hdl.handle.net/11245/3.2996,Status et ducatus Mediolenensis et Parmensis; quin etiam Veneti dominii ac ducatûs Mantuani partes occidentaliores. Adhibitis Genuae reipublicae reliorumq. /,1680
https://hdl.handle.net/11245/3.3002,Qvarta pars Brabantiae cujus caput Sylvadvcis /,1634
https://hdl.handle.net/11245/3.301,Asiae nova descriptio /,1600
https://hdl.handle.net/11245/3.3011,"Pascaarte. Vande Noort-Zee : vertonende van Caliz tot Dronten, als oock tusschen Doeveren en Hitlandt.",1662
https://hdl.handle.net/11245/3.3014,Sup.s et Inferioris ducatus Silesiae in suos XVII minores principatus et dominia divisi nova tabula,1741
https://hdl.handle.net/11245/3.3020,Rhenolandiae et Amstellandiae exactissima tabula /,1631
https://hdl.handle.net/11245/3.305,Pars septentrionalis Brabantiae et circumiacentium provinciarum.,1625
https://hdl.handle.net/11245/3.3060,Schiedam.,1700
https://hdl.handle.net/11245/3.3061,Romani Imperii imago,1579
https://hdl.handle.net/11245/3.3071,Situatie van het Bloemendaalsche park /,1880
https://hdl.handle.net/11245/3.3072,"Nieuwe caerte verthonende hoe, ende in wat maniere, de Haerlemmer, Leydse, ende Spieringh Meer ... bedyckt soude moghen werden...",1641
https://hdl.handle.net/11245/3.3078,Asia.,1700
https://hdl.handle.net/11245/3.3079,"Palatinatus Rheni nova et accurata descriptio, A° 1621 /",1621
https://hdl.handle.net/11245/3.3093,Molvccæ insvlæ Celeberrimæ,1630
https://hdl.handle.net/11245/3.3097,Hollandia comitatvs.,1634
https://hdl.handle.net/11245/3.3098,Platte grond der Parochie van de H. Catharina te Amsterdam.,1860
https://hdl.handle.net/11245/3.3106,Generale caarte ende afbeeldinge vanden eylande van West Voorn,1701
https://hdl.handle.net/11245/3.3112,Nativus Sueciae adiacentiumque regnorum typus /,1630
https://hdl.handle.net/11245/3.3113,L'Europe dressée sur les observations de Mrs. de l'Academie Royale des Sciences et quelques autres; & sur les memoires les plus recens /,1708
https://hdl.handle.net/11245/3.3117,Goae Indiae Orientalis Metropolis & Emporij longe ditis pro rege Archi-episcopi & supremo senalocupletis exacta descriptio /,1595
https://hdl.handle.net/11245/3.3119,"Afbeelding van West Vlielant mitsgaders van 't Eyer-Lant, de wijte van gat en de breete der strande /",1676
https://hdl.handle.net/11245/3.3127,Nieuwe kaerte van Breda : belegert door syne Altesa Frederick Hendrick van Nassou Prince van Orangien den 23 Iuly 1637.,1637
https://hdl.handle.net/11245/3.313,Transiselania dominivm vernaculè Over-Yssel.,1640
https://hdl.handle.net/11245/3.3131,Frisia occidentalis.,1618
https://hdl.handle.net/11245/3.3135,"Caerte ende voorbereijdinge tot het bedijcken ende droochmaken vande Haerlemer-Meer : om te vertoonen aende E. Wijse vorsienige Heeren Borgemeesteren raden ende regenten vande stadt Amsterdam dat die geluc met goede raet ende daet de hant daer mede willen aenhouwen om't gemene landts beste te soecken om dit groote heerlijcke lofbaerlijcke werck eens bijder hant te neemen om te bedijcken, ende met godes hulpe tot goet landt te brengen, ende profijt doen A° 1640 /",1640
https://hdl.handle.net/11245/3.3150,"Germaniae veteris, typus",1595
https://hdl.handle.net/11245/3.3152,Hollandiae quae olim Catthorum sedes fuit nulli regioni fertilitate cedit divitiis abundat... = In dese caerte is met arbeijt cost ende moeite beschreven nae der conste der geographie tgraefschap van Hollandt... /,1565
https://hdl.handle.net/11245/3.3163,A new map of the city of Amsterdam : most humbly inscrib'd to Iohn Hedworth Esqr.,1720
https://hdl.handle.net/11245/3.3167,Transisalania vulgo Over-Yssel /,1740
https://hdl.handle.net/11245/3.3172,Imperii Sinarvm nova descriptio,1655
https://hdl.handle.net/11245/3.3181,Plan van Hamburg na den grooten brand van den 5 tot 8 mei 1842.,1842
https://hdl.handle.net/11245/3.3188,"Norvegia regnum divisum in suos dioeceses Nidrosiensem, Bergensem, Opsloensem, et Stavangriensem et praefecturam Bahusiae quae et sont subdivisa in in caeteras partes minores",1680
https://hdl.handle.net/11245/3.3189,"Caerte van de Scher-meer Alsoo de selve is Bedyckt ende by Cavels van 15 Morgen suyver landt door lotinge uytgedelt, op den 25 October Anno 1635 ende aldus met groote verbeteringe int licht gegeven.",1662
https://hdl.handle.net/11245/3.3191,Afbeeldinge van Rhynlands waterstaat ten opzigte van 't vergrooten der Haarlemmer of Leydse Meer met de byna gecombineerde en omleggende veenplassen,1740
https://hdl.handle.net/11245/3.3193,Nova Brabantiae Ducatus Tabula /,1610
https://hdl.handle.net/11245/3.3196,Fluviorum Rheni Mosae Mosellae Moeni Neccaris aliorumque minorum in eosdem se exonerantium et regionum circumjacentium descriptio /,1689
https://hdl.handle.net/11245/3.321,Amsterdam,1737
